CNPJ_FUNDO,DENOM_SOCIAL,TP_FUNDO,CLASSE,CLASSE,cluster
57552611000160,,,,,3
57553193000125,,,,,0
57553569000100,,,,,3
57553988000133,,,,,0
57555037000101,,,,,3
57555092000193,,,,,3
57556363000125,,,,,1
57561942000166,,,,,3
57562064000101,,,,,3
57562437000136,,,,,1
57565313000104,,,,,3
57565778000165,,,,,3
57566553000123,,,,,3
57566789000160,,,,,3
57567833000156,,,,,3
57568598000137,,,,,3
57568860000143,,,,,3
57569111000130,,,,,3
57569203000110,,,,,3
57569540000108,,,,,3
57569797000160,,,,,3
57570358000177,,,,,3
57570655000112,,,,,3
57581872000108,,,,,3
57583715000131,,,,,3
57587671000118,,,,,3
57590385000101,,,,,3
57590612000107,,,,,3
57590641000160,,,,,3
57590826000175,,,,,2
57591252000150,,,,,3
57591412000160,,,,,3
57591671000191,,,,,3
57592067000180,,,,,3
57593831000131,,,,,3
57594567000150,,,,,0
57600511000161,,,,,3
57601370000100,,,,,3
57602960000149,,,,,3
57605877000123,,,,,3
57607406000154,,,,,3
57611636000197,,,,,3
57613783000104,,,,,3
57620173000120,,,,,0
57623403000104,,,,,0
57623826000124,,,,,3
57626567000195,,,,,3
57627579000134,,,,,3
57628211000190,,,,,3
57629017000120,,,,,3
57629609000141,,,,,3
57630008000159,,,,,3
57630783000104,,,,,3
57630902000129,,,,,3
57630933000180,,,,,3
57631016000110,,,,,3
57631047000170,,,,,3
57636187000131,,,,,3
57637148000159,,,,,3
57638817000107,,,,,3
57639204000194,,,,,3
57639394000140,,,,,3
57641567000164,,,,,3
57641802000106,,,,,3
57643968000153,,,,,3
57644743000111,,,,,3
57645110000128,,,,,0
57647314000106,,,,,3
57647628000109,,,,,3
57647643000149,,,,,3
57653905000188,,,,,3
57654090000151,,,,,3
57654269000109,,,,,3
57655791000105,,,,,3
57659750000197,,,,,3
57660315000182,,,,,3
57660316000127,,,,,3
57660583000102,,,,,3
57661754000100,,,,,3
57661899000100,,,,,3
57662061000131,,,,,3
57662143000186,,,,,3
57662228000164,,,,,3
57662266000117,,,,,3
57662392000171,,,,,3
57672253000129,,,,,3
57672265000153,,,,,3
57672914000116,,,,,3
57673384000120,,,,,3
57675854000195,,,,,3
57676229000168,,,,,0
57676980000164,,,,,0
57677562000191,,,,,3
57677894000176,,,,,3
57679361000123,,,,,3
57680289000154,,,,,3
57680612000190,,,,,3
57680850000103,,,,,3
57681558000105,,,,,3
57681617000137,,,,,3
57681732000101,,,,,3
57681917000116,,,,,3
57682222000159,,,,,3
57682631000155,,,,,1
57682872000102,,,,,3
57682990000102,,,,,0
57683251000135,,,,,3
57693281000122,,,,,3
57698725000112,,,,,3
57699544000100,,,,,3
57699570000139,,,,,3
57701615000162,,,,,3
57706191000129,,,,,3
57706349000160,,,,,3
57708178000109,,,,,1
57708649000189,,,,,1
57710483000135,,,,,3
57711303000130,,,,,3
57711375000187,,,,,3
57711638000158,,,,,3
57711964000165,,,,,3
57713013000125,,,,,3
57713250000196,,,,,3
57713682000105,,,,,0
57713718000142,,,,,3
57713837000103,,,,,0
57714118000107,,,,,3
57714384000121,,,,,1
57714518000104,,,,,3
57714726000103,,,,,3
57717000000124,,,,,1
57717004000102,,,,,3
57718604000195,,,,,3
57718687000112,,,,,3
57719249000179,,,,,0
57719513000174,,,,,3
57724721000161,,,,,3
57725549000160,,,,,3
57726577000100,,,,,3
57733177000114,,,,,3
57735776000177,,,,,3
57736190000127,,,,,3
57736320000121,,,,,3
57738351000111,,,,,3
57744175000120,,,,,3
57744364000101,,,,,3
57744596000151,,,,,3
57744696000188,,,,,3
57745265000136,,,,,3
57745690000125,,,,,3
57746542000125,,,,,3
57747620000106,,,,,3
57747855000106,,,,,3
57748037000110,,,,,3
57749481000150,,,,,3
57751201000148,,,,,3
57751362000131,,,,,3
57751617000166,,,,,3
57752772000105,,,,,1
57752951000134,,,,,3
57753060000100,,,,,3
57753153000127,,,,,3
57753435000124,,,,,3
57753479000154,,,,,3
57771660000193,,,,,3
57771924000109,,,,,3
57773628000147,,,,,3
57775175000198,,,,,3
57775617000104,,,,,3
57775689000143,,,,,0
57775779000134,,,,,0
57775943000103,,,,,3
57776030000101,,,,,1
57776076000120,,,,,3
57776123000136,,,,,3
57776177000100,,,,,1
57776223000162,,,,,0
57776286000119,,,,,3
57776425000104,,,,,3
57776487000116,,,,,3
57776540000189,,,,,3
57776606000130,,,,,3
57776653000184,,,,,3
57776875000105,,,,,3
57776977000112,,,,,1
57777043000103,,,,,3
57778073000126,,,,,3
57778285000103,,,,,3
57779711000123,,,,,3
57784933000134,,,,,3
57785030000178,,,,,3
57785049000114,,,,,0
57785163000144,,,,,3
57785351000172,,,,,1
57786682000127,,,,,3
57788149000102,,,,,0
57788626000121,,,,,3
57789052000106,,,,,3
57789708000190,,,,,3
57790094000167,,,,,3
57790579000150,,,,,3
57790619000164,,,,,3
57790865000116,,,,,3
57791034000169,,,,,3
57791060000197,,,,,3
57791787000174,,,,,0
57792986000105,,,,,3
57793442000150,,,,,3
57794594000177,,,,,0
57795472000103,,,,,3
57796012000191,,,,,3
57809185000105,,,,,3
57812805000157,,,,,3
57813069000151,,,,,0
57813684000168,,,,,0
57813902000164,,,,,3
57815131000144,,,,,0
57823778000118,,,,,0
57823798000199,,,,,3
57824357000101,,,,,0
57829025000110,,,,,3
57829732000106,,,,,0
57830033000186,,,,,3
57831012000185,,,,,3
57831696000115,,,,,3
57832201000172,,,,,1
57832914000136,,,,,0
57833811000190,,,,,0
57834063000160,,,,,3
57838316000174,,,,,3
57839927000137,,,,,3
57840524000108,,,,,3
57840764000102,,,,,3
57842417000119,,,,,3
57842835000106,,,,,3
57844309000185,,,,,0
57846593000129,,,,,3
57846785000135,,,,,3
57847788000193,,,,,3
57850204000139,,,,,3
57879318000101,,,,,3
57879457000135,,,,,3
57879610000124,,,,,3
57879699000129,,,,,3
57880575000163,,,,,3
57883015000162,,,,,3
57883031000155,,,,,3
57883567000170,,,,,3
57884228000109,,,,,0
57886546000109,,,,,3
57886981000133,,,,,3
57888089000191,,,,,1
57888155000123,,,,,3
57888197000164,,,,,3
57890176000183,,,,,3
57897771000140,,,,,3
57897828000101,,,,,3
57900208000184,,,,,1
57903183000172,,,,,3
57904489000143,,,,,3
57904523000180,,,,,3
57905073000140,,,,,1
57905649000179,,,,,3
57906153000110,,,,,3
57907705000104,,,,,3
57908724000155,,,,,3
57913754000150,,,,,0
57916349000195,,,,,3
57917961000182,,,,,3
57922476000105,,,,,3
57922672000171,,,,,3
57925362000100,,,,,3
57926049000197,,,,,3
57935598000128,,,,,3
57939856000144,,,,,1
57941469000142,,,,,3
57941538000118,,,,,0
57942829000120,,,,,3
57944304000124,,,,,3
57952464000115,,,,,3
57955368000120,,,,,3
57961397000103,,,,,3
57966847000142,,,,,3
57966896000185,,,,,3
57967324000110,,,,,3
57967401000132,,,,,3
57967789000171,,,,,3
57968717000149,,,,,1
57975394000110,,,,,3
57976053000160,,,,,3
57976525000184,,,,,0
57980969000193,,,,,3
57985995000104,,,,,3
57986005000152,,,,,3
57986215000140,,,,,3
57992560000197,,,,,0
57996933000106,,,,,1
57997724000179,,,,,3
57997804000124,,,,,3
57998092000168,,,,,3
57998318000120,,,,,0
57998892000189,,,,,1
58000144000128,,,,,3
58002209000174,,,,,3
58002587000158,,,,,3
58002802000110,,,,,3
58005595000158,,,,,3
58005789000153,,,,,3
58012465000142,,,,,1
58013360000108,,,,,3
58013564000149,,,,,1
58013601000119,,,,,3
58013738000173,,,,,0
58013833000177,,,,,3
58016115000154,,,,,0
58017586000187,,,,,3
58018929000128,,,,,3
58019240000118,,,,,3
58019419000175,,,,,3
58020336000104,,,,,1
58021121000108,,,,,3
58021813000148,,,,,3
58034507000146,,,,,3
58034586000195,,,,,3
58034912000164,,,,,3
58035090000136,,,,,3
58037689000109,,,,,3
58037777000100,,,,,3
58039379000123,,,,,3
58039498000186,,,,,3
58039642000184,,,,,3
58052836000110,,,,,0
58054338000106,,,,,3
58060783000189,,,,,3
58062253000170,,,,,3
58062679000123,,,,,3
58069072000175,,,,,3
58070170000122,,,,,3
58070396000123,,,,,3
58072140000155,,,,,3
58075015000107,,,,,3
58075809000162,,,,,3
58075902000177,,,,,3
58075972000125,,,,,3
58078914000155,,,,,3
58079532000146,,,,,3
58079791000177,,,,,3
58080114000179,,,,,3
58080697000138,,,,,3
58082761000110,,,,,3
58088687000149,,,,,3
58095438000180,,,,,3
58096097000168,,,,,1
58107448000199,,,,,0
58108737000102,,,,,3
58108799000114,,,,,3
58108837000139,,,,,3
58109362000103,,,,,3
58110964000172,,,,,3
58111935000125,,,,,3
58112763000104,,,,,3
58113332000162,,,,,3
58113604000124,,,,,3
58114377000151,,,,,3
58114391000155,,,,,3
58114569000168,,,,,3
58114787000100,,,,,3
58114949000100,,,,,3
58115184000115,,,,,3
58115356000150,,,,,2
58115501000101,,,,,3
58115570000107,,,,,3
58115642000116,,,,,3
58131262000175,,,,,3
58132132000157,,,,,3
58132375000195,,,,,3
58132740000161,,,,,3
58135755000183,,,,,3
58136324000131,,,,,3
58137699000116,,,,,3
58140467000117,,,,,3
58140821000103,,,,,3
58140887000101,,,,,3
58142113000101,,,,,1
58147204000130,,,,,3
58148070000171,,,,,3
58149159000152,,,,,3
58149178000189,,,,,3
58150449000116,,,,,3
58151240000177,,,,,3
58151732000162,,,,,3
58152200000140,,,,,3
58152739000107,,,,,3
58153881000160,,,,,3
58155129000159,,,,,3
58156040000107,,,,,3
58156138000164,,,,,3
58156540000149,,,,,3
58156912000137,,,,,0
58157022000140,,,,,3
58157767000109,,,,,3
58159080000102,,,,,3
58159464000125,,,,,3
58159944000196,,,,,1
58171813000124,,,,,3
58171973000173,,,,,3
58172632000112,,,,,3
58174371000170,,,,,3
58174985000151,,,,,0
58175913000129,,,,,3
58176513000138,,,,,3
58176530000175,,,,,0
58177186000139,,,,,3
58180460000129,,,,,3
58182374000155,,,,,3
58182515000130,,,,,3
58182549000124,,,,,3
58182737000152,,,,,3
58191395000137,,,,,3
58191678000189,,,,,3
58191820000198,,,,,3
58193485000167,,,,,3
58193931000133,,,,,3
58194437000193,,,,,3
58197958000102,,,,,3
58199201000140,,,,,3
58199299000135,,,,,3
58199575000165,,,,,3
58206461000103,,,,,3
58211397000140,,,,,1
58211682000161,,,,,3
58212852000122,,,,,3
58213068000139,,,,,3
58213245000187,,,,,3
58213594000107,,,,,3
58214025000178,,,,,3
58214442000110,,,,,0
58215208000108,,,,,3
58219849000130,,,,,0
58221726000134,,,,,3
58229344000157,,,,,3
58236446000108,,,,,3
58237182000107,,,,,3
58238695000124,,,,,3
58242689000140,,,,,3
58242925000129,,,,,3
58251560000107,,,,,3
58252364000149,,,,,3
58253070000131,,,,,3
58256126000101,,,,,3
58256333000166,,,,,1
58258574000144,,,,,0
58264015000147,,,,,0
58274368000128,,,,,3
58274981000145,,,,,3
58275203000170,,,,,3
58275549000179,,,,,3
58277022000183,,,,,3
58277322000162,,,,,0
58279975000180,,,,,3
58280010000108,,,,,0
58281724000130,,,,,0
58283513000137,,,,,3
58284253000114,,,,,3
58286101000150,,,,,3
58286171000109,,,,,3
58286226000180,,,,,3
58287774000125,,,,,3
58287952000118,,,,,3
58287989000146,,,,,3
58288004000105,,,,,3
58288187000150,,,,,3
58289474000185,,,,,3
58290160000100,,,,,3
58290551000117,,,,,3
58290845000149,,,,,3
58292505000157,,,,,3
58307597000100,,,,,3
58309151000106,,,,,3
58309374000173,,,,,1
58311520000103,,,,,0
58313417000194,,,,,3
58322530000136,,,,,3
58323295000117,,,,,1
58323626000119,,,,,3
58324656000140,,,,,3
58327943000103,,,,,3
58331211000197,,,,,3
58331524000145,,,,,3
58332017000126,,,,,0
58332310000193,,,,,3
58332774000108,,,,,3
58339483000133,,,,,3
58340147000100,,,,,3
58340832000137,,,,,3
58340943000143,,,,,3
58341091000109,,,,,0
58341225000191,,,,,3
58341266000188,,,,,0
58341334000109,,,,,0
58341387000120,,,,,3
58341429000122,,,,,3
58341471000143,,,,,3
58341982000165,,,,,3
58345446000138,,,,,3
58348647000199,,,,,3
58348771000154,,,,,3
58354005000100,,,,,3
58354857000190,,,,,3
58355283000174,,,,,3
58356902000145,,,,,3
58357552000131,,,,,3
58360700000177,,,,,1
58360837000121,,,,,3
58360941000116,,,,,3
58361052000173,,,,,3
58364988000158,,,,,3
58365044000103,,,,,3
58370027000156,,,,,3
58370379000101,,,,,3
58370839000100,,,,,0
58371326000105,,,,,3
58371770000120,,,,,0
58374531000124,,,,,3
58376783000192,,,,,3
58377616000166,,,,,3
58377889000100,,,,,3
58378060000122,,,,,0
58389969000186,,,,,3
58390457000130,,,,,3
58391060000162,,,,,3
58396943000165,,,,,3
58397978000119,,,,,3
58398268000103,,,,,3
58398452000153,,,,,3
58398535000142,,,,,3
58399055000104,,,,,3
58399190000141,,,,,3
58399345000140,,,,,3
58399352000141,,,,,3
58399524000187,,,,,3
58399655000164,,,,,3
58400287000127,,,,,3
58404653000116,,,,,3
58405202000101,,,,,1
58409135000195,,,,,3
58410285000119,,,,,0
58416021000172,,,,,3
58416584000160,,,,,3
58426951000107,,,,,3
58428308000112,,,,,3
58430028000149,,,,,3
58430442000158,,,,,3
58436162000157,,,,,3
58436194000152,,,,,3
58436348000106,,,,,3
58436590000180,,,,,3
58436786000174,,,,,3
58437280000180,,,,,3
58437495000109,,,,,0
58438127000177,,,,,3
58438362000149,,,,,1
58438579000159,,,,,3
58440238000118,,,,,3
58443172000110,,,,,3
58443366000115,,,,,0
58443398000110,,,,,3
58443848000175,,,,,0
58444240000165,,,,,3
58444620000108,,,,,3
58451811000199,,,,,3
58455168000171,,,,,3
58456224000192,,,,,3
58456642000180,,,,,3
58456957000127,,,,,3
58459098000120,,,,,3
58459106000138,,,,,3
58459343000107,,,,,0
58459878000170,,,,,3
58460439000187,,,,,3
58460574000122,,,,,3
58460637000140,,,,,3
58471224000161,,,,,3
58471539000109,,,,,3
58479912000178,,,,,3
58481357000119,,,,,1
58481477000116,,,,,3
58481981000116,,,,,1
58489489000197,,,,,3
58490086000168,,,,,3
58490605000198,,,,,3
58493740000197,,,,,3
58495741000170,,,,,3
58499233000160,,,,,3
58500891000125,,,,,3
58501367000179,,,,,3
58509776000111,,,,,3
58510143000123,,,,,3
58510182000120,,,,,0
58510997000100,,,,,3
58511038000109,,,,,3
58511089000130,,,,,3
58511134000157,,,,,3
58516289000186,,,,,3
58516599000109,,,,,3
58516787000129,,,,,3
58516864000140,,,,,0
58517187000185,,,,,3
58517209000107,,,,,3
58517395000184,,,,,3
58517655000111,,,,,3
58520856000178,,,,,3
58521484000102,,,,,3
58521670000133,,,,,0
58522089000136,,,,,3
58524155000107,,,,,3
58528770000191,,,,,3
58528785000150,,,,,0
58529615000190,,,,,3
58530089000188,,,,,3
58530416000100,,,,,0
58531139000141,,,,,3
58531378000100,,,,,3
58531613000135,,,,,0
58531846000138,,,,,3
58542057000100,,,,,3
58542133000170,,,,,1
58542170000188,,,,,3
58542735000127,,,,,3
58542932000146,,,,,3
58543779000171,,,,,3
58547919000180,,,,,3
58547975000114,,,,,1
58550166000161,,,,,3
58555141000150,,,,,1
58555207000102,,,,,3
58560468000110,,,,,3
58560931000124,,,,,3
58561042000181,,,,,0
58561162000189,,,,,3
58561222000163,,,,,3
58561451000188,,,,,3
58564663000119,,,,,2
58564711000179,,,,,3
58566249000149,,,,,3
58566475000120,,,,,1
58568424000137,,,,,3
58568493000140,,,,,1
58568530000110,,,,,3
58568625000134,,,,,3
58569284000111,,,,,3
58570048000115,,,,,1
58578837000100,,,,,3
58580560000142,,,,,3
58580816000111,,,,,0
58580968000114,,,,,3
58581132000134,,,,,3
58586883000143,,,,,3
58587071000112,,,,,3
58596785000197,,,,,3
58598208000134,,,,,1
58599912000101,,,,,3
58600298000150,,,,,0
58612335000140,,,,,3
58614804000160,,,,,3
58615586000189,,,,,3
58617334000199,,,,,3
58639093000189,,,,,3
58646002000132,,,,,3
58649695000117,,,,,3
58650505000181,,,,,3
58651604000188,,,,,3
58651661000167,,,,,3
58651702000115,,,,,3
58651920000150,,,,,3
58651958000122,,,,,3
58653503000146,,,,,3
58653657000138,,,,,3
58653790000194,,,,,1
58653978000132,,,,,3
58666096000101,,,,,3
58666203000100,,,,,3
58666616000186,,,,,3
58666620000144,,,,,3
58672830000145,,,,,3
58674067000191,,,,,3
58674224000169,,,,,3
58685680000104,,,,,3
58686035000106,,,,,3
58688316000106,,,,,3
58689667000123,,,,,0
58691085000181,,,,,3
58692067000114,,,,,3
58692461000152,,,,,3
58702918000162,,,,,3
58703709000133,,,,,3
58706064000192,,,,,3
58707218000160,,,,,3
58707733000140,,,,,3
58718281000100,,,,,3
58721178000101,,,,,3
58729502000138,,,,,3
58731115000136,,,,,3
58731578000106,,,,,1
58733274000170,,,,,3
58733754000130,,,,,0
58734874000152,,,,,3
58735449000188,,,,,0
58736115000129,,,,,3
58736286000158,,,,,3
58738052000140,,,,,3
58739330000183,,,,,3
58740593000102,,,,,3
58741013000100,,,,,0
58741833000193,,,,,3
58742460000175,,,,,1
58743462000189,,,,,3
58754975000195,,,,,3
58755276000160,,,,,3
58756897000168,,,,,3
58757058000164,,,,,3
58757607000109,,,,,3
58758334000109,,,,,3
58764299000130,,,,,3
58769482000129,,,,,3
58770366000120,,,,,3
58771665000189,,,,,3
58771674000170,,,,,3
58771687000149,,,,,3
58771694000140,,,,,3
58772444000125,,,,,3
58804815000103,,,,,3
58805989000190,,,,,0
58806326000190,,,,,3
58806331000101,,,,,3
58806888000134,,,,,0
58807091000151,,,,,3
58808244000185,,,,,3
58808777000167,,,,,3
58809176000179,,,,,3
58823412000101,,,,,3
58824388000125,,,,,3
58824430000108,,,,,3
58824505000150,,,,,2
58826286000149,,,,,3
58827446000174,,,,,3
58841072000141,,,,,3
58843165000105,,,,,3
58849702000124,,,,,3
58863464000101,,,,,3
58864973000159,,,,,3
58865368000100,,,,,3
58866307000150,,,,,0
58867692000150,,,,,3
58877803000109,,,,,1
58877827000168,,,,,3
58878941000102,,,,,3
58887416000153,,,,,3
58889797000100,,,,,3
58891176000160,,,,,3
58892931000121,,,,,1
58893245000175,,,,,3
58895807000110,,,,,3
58897493000194,,,,,3
58897741000105,,,,,3
58898796000121,,,,,3
58899415000129,,,,,3
58901636000194,,,,,3
58901881000100,,,,,0
58903850000180,,,,,3
58910768000182,,,,,3
58913844000103,,,,,3
58914943000100,,,,,3
58918631000174,,,,,3
58923603000145,,,,,1
58930938000190,,,,,3
58938098000102,,,,,3
58939722000196,,,,,0
58941655000144,,,,,3
58942869000135,,,,,3
58943835000165,,,,,3
58945580000170,,,,,3
58946221000137,,,,,3
58951964000103,,,,,3
58952085000198,,,,,2
58953805000130,,,,,3
58954010000146,,,,,3
58956623000112,,,,,3
58975241000136,,,,,3
58976417000174,,,,,3
58976789000109,,,,,3
58988434000121,,,,,0
58988618000191,,,,,3
58989233000149,,,,,3
58991723000180,,,,,3
58999948000182,,,,,3
59004460000130,,,,,3
59004781000135,,,,,3
59013332000153,,,,,3
59015153000155,,,,,1
59016052000107,,,,,3
59016158000100,,,,,3
59016228000112,,,,,0
59016559000152,,,,,1
59016837000171,,,,,3
59018715000114,,,,,3
59029401000117,,,,,3
59033590000100,,,,,0
59035902000106,,,,,0
59036017000141,,,,,0
59039061000105,,,,,3
59039877000139,,,,,3
59040331000106,,,,,0
59040943000190,,,,,3
59042354000141,,,,,3
59045071000153,,,,,3
59046429000162,,,,,3
59051487000184,,,,,3
59052566000100,,,,,3
59054099000157,,,,,3
59054402000111,,,,,3
59055352000197,,,,,3
59058767000114,,,,,3
59060765000160,,,,,3
59061141000167,,,,,3
59061584000158,,,,,3
59063042000114,,,,,3
59064446000122,,,,,3
59065619000127,,,,,3
59065792000125,,,,,3
59065914000183,,,,,0
59067509000102,,,,,3
59068994000120,,,,,3
59069697000108,,,,,3
59075638000134,,,,,3
59076923000170,,,,,1
59079948000127,,,,,3
59080848000110,,,,,3
59080936000112,,,,,3
59081423000126,,,,,3
59085719000115,,,,,1
59086497000155,,,,,3
59090051000102,,,,,0
59091360000199,,,,,3
59091384000148,,,,,3
59091573000110,,,,,3
59091609000166,,,,,3
59091792000108,,,,,3
59092234000159,,,,,3
59092416000120,,,,,3
59092571000146,,,,,3
59092640000111,,,,,3
59108512000119,,,,,3
59108976000125,,,,,3
59110024000146,,,,,3
59110710000117,,,,,3
59121474000134,,,,,3
59122774000138,,,,,3
59123735000155,,,,,3
59124076000171,,,,,1
59126264000139,,,,,3
59126843000181,,,,,3
59127319000125,,,,,0
59134727000104,,,,,3
59135126000116,,,,,3
59142878000104,,,,,3
59144456000178,,,,,3
59145007000144,,,,,3
59150192000165,,,,,3
59150919000104,,,,,3
59155802000113,,,,,3
59159502000102,,,,,3
59162368000107,,,,,3
59162945000152,,,,,3
59163141000178,,,,,3
59163243000193,,,,,3
59163342000175,,,,,3
59163409000171,,,,,3
59163531000148,,,,,3
59163781000188,,,,,3
59163811000156,,,,,0
59166684000149,,,,,3
59175933000162,,,,,3
59176878000125,,,,,3
59187428000138,,,,,3
59190263000153,,,,,1
59193493000176,,,,,3
59193684000138,,,,,3
59194590000183,,,,,3
59194673000172,,,,,0
59194839000150,,,,,3
59195033000187,,,,,3
59196167000112,,,,,3
59196324000190,,,,,3
59196408000123,,,,,3
59196483000194,,,,,3
59196553000104,,,,,3
59196633000160,,,,,0
59196694000127,,,,,3
59202037000145,,,,,3
59209986000157,,,,,3
59212502000129,,,,,3
59214022000105,,,,,3
59218871000129,,,,,0
59221269000140,,,,,3
59225536000158,,,,,3
59242342000160,,,,,3
59245392000100,,,,,0
59246759000100,,,,,3
59261413000172,,,,,3
59262432000113,,,,,3
59265782000133,,,,,3
59270842000106,,,,,3
59280930000199,,,,,0
59287964000105,,,,,1
59294368000152,,,,,3
59306031000118,,,,,3
59306348000154,,,,,3
59307680000133,,,,,3
59309776000130,,,,,3
59311168000160,,,,,3
59312403000119,,,,,3
59313251000179,,,,,3
59313291000110,,,,,3
59313610000198,,,,,0
59324436000189,,,,,3
59332047000103,,,,,3
59332655000100,,,,,3
59333727000133,,,,,0
59334008000137,,,,,0
59334845000166,,,,,3
59335817000163,,,,,3
59337094000131,,,,,0
59348534000156,,,,,1
59349634000105,,,,,3
59349920000162,,,,,3
59356756000110,,,,,3
59357502000117,,,,,3
59357995000195,,,,,3
59359053000146,,,,,3
59376795000180,,,,,0
59376901000125,,,,,1
59377247000174,,,,,3
59382292000117,,,,,3
59383135000126,,,,,3
59383714000179,,,,,3
59384121000127,,,,,3
59385830000127,,,,,3
59388239000123,,,,,3
59400308000177,,,,,3
59405818000137,,,,,3
59406338000190,,,,,3
59407319000189,,,,,3
59409945000104,,,,,3
59410619000117,,,,,3
59411359000102,,,,,3
59412238000177,,,,,3
59412482000130,,,,,3
59412583000100,,,,,3
59412648000118,,,,,3
59423653000126,,,,,3
59424781000194,,,,,3
59432100000130,,,,,3
59435481000100,,,,,3
59444625000195,,,,,3
59445834000153,,,,,3
59445988000145,,,,,3
59447444000112,,,,,0
59448040000143,,,,,0
59448572000180,,,,,0
59452806000163,,,,,3
59460968000143,,,,,3
59461141000154,,,,,1
59461279000153,,,,,3
59462321000150,,,,,3
59468497000110,,,,,3
59469036000161,,,,,3
59469438000166,,,,,3
59471095000174,,,,,0
59472527000161,,,,,3
59475324000129,,,,,3
59476508000103,,,,,3
59477176000181,,,,,3
59481849000177,,,,,3
59483247000159,,,,,3
59483317000179,,,,,3
59498375000176,,,,,3
59500277000126,,,,,3
59500522000103,,,,,3
59500768000177,,,,,3
59501003000151,,,,,3
59503302000125,,,,,3
59503560000101,,,,,3
59503816000180,,,,,3
59511583000168,,,,,3
59511685000183,,,,,3
59511772000130,,,,,3
59511841000106,,,,,3
59511897000160,,,,,3
59512275000157,,,,,3
59523534000145,,,,,3
59525427000156,,,,,3
59526642000171,,,,,3
59526901000164,,,,,3
59527110000159,,,,,3
59527449000155,,,,,3
59534196000147,,,,,3
59542783000188,,,,,3
59543513000191,,,,,3
59550605000107,,,,,3
59550812000153,,,,,0
59552852000134,,,,,1
59554567000152,,,,,3
59559015000137,,,,,3
59574097000199,,,,,3
59578382000188,,,,,3
59579314000133,,,,,3
59587336000145,,,,,3
59590770000184,,,,,3
59591104000160,,,,,3
59591550000175,,,,,3
59593077000165,,,,,3
59598933000175,,,,,3
59600526000155,,,,,3
59602591000110,,,,,3
59616408000135,,,,,3
59620552000145,,,,,1
59620728000169,,,,,3
59623194000124,,,,,3
59623578000147,,,,,3
59627860000100,,,,,3
59632074000193,,,,,3
59633097000112,,,,,3
59633551000135,,,,,3
59645144000148,,,,,3
59655459000176,,,,,3
59655567000149,,,,,3
59655628000178,,,,,3
59655691000104,,,,,3
59664941000172,,,,,3
59665357000131,,,,,1
59666444000103,,,,,3
59672854000167,,,,,3
59677535000144,,,,,3
59678100000114,,,,,3
59678131000175,,,,,3
59678350000154,,,,,3
59678822000179,,,,,3
59679052000189,,,,,3
59680776000142,,,,,3
59688288000181,,,,,3
59692771000130,,,,,3
59693253000130,,,,,3
59694850000180,,,,,3
59694980000112,,,,,3
59695343000160,,,,,3
59696874000178,,,,,1
59697226000136,,,,,3
59698615000186,,,,,3
59700291000173,,,,,3
59700453000173,,,,,3
59700538000151,,,,,3
59706837000101,,,,,3
59714471000104,,,,,3
59719333000118,,,,,3
59719465000140,,,,,3
59732633000137,,,,,3
59732681000125,,,,,3
59737857000131,,,,,3
59743618000194,,,,,3
59749356000175,,,,,3
59750387000146,,,,,3
59753794000107,,,,,3
59754081000168,,,,,3
59754353000120,,,,,3
59754488000195,,,,,3
59755018000146,,,,,3
59755240000149,,,,,3
59760144000199,,,,,3
59765425000134,,,,,3
59766036000123,,,,,3
59768307000180,,,,,3
59769297000105,,,,,0
59770105000172,,,,,1
59771973000177,,,,,1
59772310000177,,,,,3
59779613000111,,,,,3
59784697000181,,,,,3
59785096000193,,,,,3
59785318000178,,,,,3
59786639000197,,,,,3
59790218000130,,,,,3
59791603000100,,,,,3
59793888000100,,,,,1
59795490000102,,,,,0
59814123000109,,,,,3
59814812000113,,,,,0
59815671000153,,,,,3
59816458000166,,,,,3
59816551000170,,,,,2
59817226000122,,,,,3
59817381000149,,,,,3
59817462000149,,,,,3
59817562000175,,,,,3
59817659000188,,,,,3
59817810000188,,,,,3
59817983000104,,,,,3
59818212000123,,,,,3
59818523000192,,,,,3
59818611000194,,,,,3
59818797000181,,,,,3
59818904000171,,,,,3
59818969000117,,,,,0
59819194000102,,,,,3
59821324000133,,,,,3
59823495000100,,,,,3
59825178000114,,,,,3
59825229000108,,,,,3
59825586000176,,,,,3
59825832000190,,,,,3
59825858000138,,,,,3
59825861000151,,,,,3
59826045000162,,,,,3
59826291000114,,,,,3
59826496000108,,,,,3
59834559000160,,,,,1
59836398000143,,,,,3
59837299000186,,,,,3
59844442000167,,,,,3
59845122000121,,,,,3
59845471000143,,,,,3
59846133000126,,,,,3
59848886000170,,,,,3
59858117000153,,,,,3
59859150000106,,,,,1
59861817000105,,,,,3
59869706000137,,,,,3
59870227000130,,,,,3
59873582000163,,,,,3
59878450000124,,,,,1
59878473000139,,,,,3
59879046000175,,,,,3
59879592000106,,,,,3
59881609000160,,,,,3
59884498000145,,,,,3
59885738000126,,,,,3
59887628000101,,,,,3
59887700000192,,,,,1
59888171000141,,,,,0
59888220000146,,,,,3
59889169000197,,,,,0
59895251000124,,,,,3
59901268000147,,,,,3
59903329000105,,,,,1
59904332000143,,,,,3
59907848000141,,,,,3
59910896000199,,,,,3
59911014000100,,,,,3
59911193000185,,,,,3
59911771000183,,,,,3
59912302000189,,,,,3
59912850000109,,,,,3
